name;class;SG_average_entire;SG_std_entire;SG_min_entire;SG_peak_entire;SG_kurtosis_entire;SG_skewness_entire;SG_centroid_entire;SG_sbe_entire;SG_sbw_entire;SG_rms_entire;SG_crest_factor_entire;SG_var_coef_entire;SG_Q1_entire;SG_Q2_entire;SG_Q3_entire;SG_interquatile_range_entire
Z001;Z;5479.259893778023;7532.258673644137;24.28083890296449;68192.7729019031;9.458468336408462;2.6250873093792566;12.667609501115967;0.9182136222212515;115.43490913234486;22.543601906935233;3024.9280120992785;0.7274391561923265;607.5999315195339;2105.0526321099533;8052.141103442539;7444.541171923005
Z002;Z;14102.64498321937;26641.076732870395;0.06865621030402054;194759.83206501073;9.288455395232004;3.0155997478881478;8.831895747137231;0.8716047222316993;99.46109985096658;72.95657351586131;2669.530964508201;0.529357169930718;1178.2071324395688;4195.568786574604;11617.640463265896;10439.433330826327
Z003;Z;6897.933533359198;11062.587981107803;13.264085079970542;128067.69405163304;25.44403027338234;4.062795331282235;12.147443877876388;0.9047268092778319;116.98511636554146;31.55345133204274;4058.753912652954;0.6235370552658368;714.3253071004458;2347.5215180503656;8838.84226041978;8124.516953319335
Z004;Z;6345.662514359931;6838.942644180108;54.54945331671172;92722.96099827695;17.758060736897377;3.2327037367651394;17.883444406040653;0.9252115123741106;180.57815875865356;22.58012753355073;4106.396691537917;0.9278718720883038;2037.6879011170709;4284.58735892838;8131.9427314825825;6094.254830365511
Z005;Z;6782.140002240958;10768.484349517727;7.794344827611395;77355.76411134467;9.614663307646941;2.8847087893811705;11.85233353666281;0.8963945299408226;121.2713585959503;30.80145909258004;2511.4318084359647;0.6298137957125508;734.3964498238263;2580.1364599111157;7664.0108380703405;6929.614388246514
Z006;Z;7990.606114521069;15987.152944380454;17.290800155309157;255413.78471954464;61.24581312420703;6.371455220193433;10.645770113276878;0.8879264125439394;116.55050968435086;43.25779543278404;5904.456807476894;0.49981420346202404;851.5767714179584;3032.3317636700285;8229.528772742668;7377.952001324709
Z007;Z;6756.485838879046;8482.175100461638;34.02356729822324;102015.25932137859;23.81618492470312;3.8101810950276045;15.689863307539975;0.9228830357596215;170.7388444038537;26.246377449995304;3886.831983413271;0.7965510920083845;1735.5576453014407;3812.53204742671;8875.87997422019;7140.322328918749
Z008;Z;3105.608375893195;3659.395329110408;6.99280614306717;27574.92062484309;4.75903828459395;2.0558674611810583;14.858099971422655;0.9172524656304811;151.140950506692;11.616461094094673;2373.7797941630465;0.8486670874797674;613.763230358007;1604.6806008493104;4275.777589386424;3662.0143590284165
Z009;Z;3047.6719175925505;6209.1285402637095;3.387791307492381;72563.4545598236;31.72213232003734;4.785531133350358;9.181924395795319;0.8824689665401817;96.6061166573193;16.74068721178697;4334.556499492584;0.490837304756959;305.2837771403491;853.4139978678943;2891.7140343514097;2586.4302572110605
Z010;Z;7620.634747142007;19227.717590900676;0.9972398472261323;242097.6814629468;33.223887576376306;4.997104599148087;6.867209549398721;0.8570948554405985;70.39992437261917;50.058790210398044;4836.267126021337;0.396335899521865;466.4035847297331;1521.413518850391;4264.126374266346;3797.7227895366127
Z011;Z;4794.509027586508;8528.57674218702;10.984144169931854;94066.21550921217;18.490652309883536;3.714935823500621;9.721849849971637;0.8951713603031196;95.84786886152047;23.679950890538457;3972.3990959287503;0.562169887487819;450.9643150111491;1391.418240446809;5518.484442100193;5067.520127089044
Z012;Z;5018.167365524728;9008.51801997605;6.396488206892519;90780.760784783;14.083598264145284;3.2869750182968627;9.256239947768933;0.8947224786304034;82.46722846025321;24.957981280970873;3637.3438926327935;0.5570469365102151;409.5061757230644;1144.3931295736693;5391.008308148295;4981.502132425231
Z013;Z;3234.1651676924457;5143.120020391904;0.9848323994014475;47281.71958936835;10.112701957073563;2.780697103389635;10.177969754432668;0.9060817574996165;87.85842102843921;14.70453895815685;3215.4506662135373;0.6288333064111545;267.5019987263563;863.606940826493;4185.329698922575;3917.8277001962183
Z014;Z;5307.170925155633;11603.48938020632;1.6816699407655065;124238.08520830225;24.493022590785237;4.50295049102391;8.5994849365646;0.8787658154256583;83.67140891671946;30.882119162442862;4022.977974885667;0.4573771519288681;322.0856576397572;1491.0897742630798;4655.39972685941;4333.314069219653
Z015;Z;2222.0480552860954;4895.817362172812;6.813300526349353;73155.1254820807;65.12449872235666;6.734324212750218;10.286789072370471;0.8819362535933718;123.81157569078654;13.012731337871047;5621.811715206692;0.4538666152979058;311.6156161070306;845.6658834142754;1931.4824203465078;1619.8668042394772
Z016;Z;6470.347933337676;12210.836884315662;2.5480269846945935;119518.5501935307;22.699496860140723;4.288778204854523;10.406597927886844;0.8819528656043086;119.25938781649172;33.44668071754088;3573.405421090112;0.5298857068223213;732.8970035805839;2632.997505929188;6180.548856365575;5447.651852784991
Z017;Z;2716.3801293078363;4652.325250610378;2.585479324173132;60177.94269786575;24.255596159861472;3.9660634665909846;10.02669966160046;0.8923344003887277;102.33041630284973;13.038888056417631;4615.266458112329;0.5838758003756189;324.2971595703157;790.2998751985675;3094.457848052188;2770.1606884818725
Z018;Z;8549.220243171643;19067.600866701494;14.161501191650597;228394.47501292927;48.11874282983933;6.139506470878499;10.658931826967514;0.883733359060279;141.07885956937628;50.57588626685198;4515.876870804766;0.44836370883457527;1494.5857224707238;3096.862736353076;7388.630623869087;5894.044901398363
Z019;Z;2919.7263005995324;4759.976754513831;2.252639607080698;54996.67149936233;13.532151281221086;3.1061004047474094;9.890852997574543;0.8989265092273382;91.48288970584402;13.515239886101368;4069.233839934955;0.613390873774917;272.80534886190236;782.6268242725708;3717.6665218500953;3444.8611729881927
Z020;Z;2017.9204615504023;3354.673955052857;3.2929454493304697;46735.78583204019;41.78176248665739;5.417788075629055;13.12237391324494;0.8962205096278484;167.82610156707835;9.475075237267573;4932.497596242611;0.6015250628189909;486.69659343162516;1088.3697474656828;2093.490780212591;1606.7941867809657
Z021;Z;2460.537424247948;4428.117531611707;3.3186909111084524;47670.81114315336;19.29140080371333;3.9561957538272057;10.585954664535597;0.8844037129164176;125.03739141004576;12.260826310318464;3888.0585970812235;0.5556621762368587;347.4165747279185;1069.8441703129763;2360.1149441972766;2012.698369469358
Z022;Z;2545.625957877959;4438.065740558392;0.3330550046389478;56629.128742658024;24.72470349602999;4.1569497803503594;10.525953645350764;0.8909876801315036;116.19790696836358;12.383045280104374;4573.118119308105;0.5735890603453909;284.8070723086869;931.5267390807569;2827.4163483963407;2542.6092760876536
Z023;Z;7213.588506663197;11940.335700758587;20.99100131935728;142609.82049953585;23.851531473798595;4.363323227647218;12.928565794912862;0.8902293709029425;174.67952470997645;33.7637191108387;4223.759237878383;0.6041361555860534;1764.0189216497495;3276.494024526699;7621.067006122915;5857.0480844731655
Z024;Z;3484.187093072261;3116.0354571515963;13.240426400369412;41559.72814677778;14.000832872537522;3.020241111471354;17.789923939408716;0.8704004386116644;223.81484519396318;11.313283058249347;3673.5338391868067;1.1181474476086983;1611.1676853214249;2611.0738909541997;4285.973630857437;2674.8059455360117
Z025;Z;7573.982907988378;13928.275370951353;7.059522298935741;141677.53717923927;20.308259568932538;4.094095542540176;10.998147952977126;0.8879838045548101;124.80941121734635;38.37252631221543;3692.1607930238865;0.5437846902269456;843.046830739856;3307.0057177000103;7617.354841364196;6774.30801062434
Z026;Z;9067.262555259122;14544.533759594467;87.26072128971326;202564.78641869343;24.096702948477247;4.01058749186415;12.396696703978927;0.8868176609884515;169.4205793227983;41.4825931319451;4883.127382475553;0.6234137652764427;2119.4198720824006;4057.825416343395;8750.333856734576;6630.913984652176
Z027;Z;4607.533408703021;3815.376738805619;35.21160765016872;40599.772117302535;8.17522273709897;2.1706452785964636;23.371226553333464;0.9474895156940897;302.0109219638739;14.478711407094211;2804.1012059546715;1.2076221364565383;1957.2448841671992;3573.7016225500493;6272.2600447267305;4315.015160559531
Z028;Z;10024.22735256546;24389.32261056117;0.2396261257574081;170081.235502007;9.23216345647367;3.1071848401211652;5.581804474155588;0.844317468689681;48.64515500937686;63.821085784197344;2664.9693187156745;0.41100884647877534;305.8523242395786;1326.8612599988473;4162.156176121095;3856.3038518815165
Z029;Z;5011.853394642958;6463.007063345035;30.801412689250366;85061.20680948738;27.163102677480207;4.216302238825309;15.826208664886746;0.885457116137689;195.1687498027048;19.79467191155237;4297.1768963669865;0.7754677266357483;1619.2798079643765;3066.2933495986376;5545.491264180328;3926.2114562159513
Z030;Z;16209.24977938843;36472.481456682144;63.069278936385295;362381.4156442524;24.082952389817436;4.427684080409947;10.003422867594145;0.8462931384810042;181.34429289019928;96.59972937305287;3751.3709199411182;0.44442410091125634;3108.5751598035085;5430.62757648508;8740.393909713994;5631.818749910485
